date,game_id,time_control,clocks_list,clocks_len
2023-03-09,r1krVol3,30+0,"[30.0, 0.04, 29.96, 0.04, 0.02, 29.94, 0.04, 0.02, 0.02, 29.92, 0.04, 0.02, 0.02, 0.04, 29.88, 0.04, 0.02, 0.02, 0.04, 0.12, 29.76, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 29.53, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 29.49, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 29.31, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 29.2, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 29.19, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 29.07, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 28.95, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 28.8, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 28.75, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 28.71, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 28.69, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 28.59, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 28.45, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 28.4, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 28.35, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 28.25, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 28.11, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 27.86, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 27.52, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 27.5, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 27.19, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 26.92, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 25.33, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 25.22, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 24.26, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 24.25, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 24.09, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 24.02, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 23.62, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 0.28, 23.34, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 0.28, 0.38, 22.96, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 0.28, 0.38, 0.02, 22.94, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 0.28, 0.38, 0.02, 1.41, 21.53, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 0.28, 0.38, 0.02, 1.41, 0.13, 21.4, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 0.28, 0.38, 0.02, 1.41, 0.13, 0.28, 21.12, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 0.28, 0.38, 0.02, 1.41, 0.13, 0.28, 2.06, 19.06, 0.04, 0.02, 0.02, 0.04, 0.12, 0.23, 0.04, 0.18, 0.11, 0.01, 0.12, 0.12, 0.15, 0.05, 0.04, 0.02, 0.1, 0.14, 0.0, 0.0, 0.05, 0.1, 0.14, 0.25, 0.34, 0.0, 0.0, 0.31, 0.27, 1.59, 0.11, 0.96, 0.01, 0.16, 0.07, 0.4, 0.28, 0.38, 0.02, 1.41, 0.13, 0.28, 2.06, 1.22, 17.84]",45.0
2023-03-08,Vzfiqp71,30+0,"[30.0, 0.03, 29.97, 0.03, 0.03, 29.94, 0.03, 0.03, 0.0, 0.0, 0.03, 0.03, 0.0, 0.0, 29.92, 0.03, 0.03, 0.0, 0.0, 0.25, 29.67, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 29.66, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 29.64, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 29.63, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 29.6, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 29.57, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 29.43, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 29.25, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 29.22, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 29.13, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 29.04, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 28.68, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 28.41, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 26.78, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 26.22, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 26.19, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 25.08, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 24.48, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 24.44, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 24.3, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 24.23, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 24.16, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 24.02, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 23.99, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 23.95, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 23.81, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 22.39, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 22.14, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 22.06, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 22.0, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 21.97, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 0.02, 21.95, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 0.02, 0.19, 21.76, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 0.02, 0.19, 0.11, 21.65, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 0.02, 0.19, 0.11, 0.1, 21.55, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 0.02, 0.19, 0.11, 0.1, 0.14, 21.41, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 0.02, 0.19, 0.11, 0.1, 0.14, 0.11, 21.3, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 0.02, 0.19, 0.11, 0.1, 0.14, 0.11, 0.02, 21.28, 0.03, 0.03, 0.0, 0.0, 0.25, 0.01, 0.02, 0.01, 0.03, 0.03, 0.14, 0.18, 0.03, 0.09, 0.09, 0.36, 0.27, 1.63, 0.56, 0.03, 1.11, 0.6, 0.04, 0.14, 0.07, 0.07, 0.14, 0.03, 0.04, 0.14, 1.42, 0.25, 0.08, 0.06, 0.03, 0.02, 0.19, 0.11, 0.1, 0.14, 0.11, 0.02, 0.03, 21.25]",44.0
